2026-06-08 21:00:55,L605H2Z,0.797
2026-06-08 21:00:56,L605K2Z,0.674
2026-06-08 21:00:57,L605HKZ,0.863
2026-06-08 21:00:57,L605KZ,0.785
2026-06-08 21:00:59,L7605KZ,0.796
2026-06-08 21:01:03,L605H2,0.796
2026-06-08 21:01:04,L7605HZ,0.792
2026-06-08 21:01:05,7L605HZ,0.772
2026-06-08 21:01:08,3L605HZ,0.804
2026-06-08 21:01:08,4L605HZ,0.799
2026-06-08 21:01:13,AL605HZ,0.776
2026-06-08 21:01:13,BL605HZ,0.783
2026-06-08 21:01:14,ML605HZ,0.849
2026-06-08 21:01:17,VL605HZ,0.88
2026-06-08 21:01:18,1L605HZ,0.909
2026-06-08 21:12:13,R193JF,0.82
2026-06-08 21:12:13,R183JF,0.834
2026-06-08 21:12:15,RVB3JF,0.785
2026-06-08 21:12:21,R183J,0.754
2026-06-08 21:12:21,ZR183JF,0.581
2026-06-08 21:12:22,SR183JF,0.809
2026-06-08 21:12:22,4R183JFO,0.821
2026-06-08 21:12:23,4R183JF,0.767
2026-06-08 21:12:23,RR18JF,0.768
2026-06-08 21:12:26,R133JF,0.718
2026-06-08 21:12:26,R181,0.786
2026-06-08 21:12:27,PORTETI,0.818
2026-06-08 21:12:27,PORGTIE,0.941
2026-06-08 21:12:31,NSS4,0.816
2026-06-08 21:12:32,PNSS4,0.823
2026-06-08 21:12:33,N89S6,0.842
2026-06-08 21:12:34,PN894J4,0.775
2026-06-08 21:12:35,394894J4,0.845
2026-06-08 21:12:35,PFN89401,0.83
2026-06-08 21:12:35,PPN28941V,0.786
2026-06-08 21:12:36,PPN394JV,0.82
2026-06-08 21:12:37,PN894JV,0.812
2026-06-08 21:12:39,PN894V,0.934
2026-06-08 21:12:39,PNE94JV,0.831
2026-06-08 21:12:39,PN6O4V,0.917
2026-06-08 21:12:39,PNET,0.918
2026-06-08 21:12:40,PNSORIV,0.849
2026-06-08 21:12:40,SUIZET,0.883
2026-06-08 21:12:40,PN94JV,0.947
2026-06-08 21:12:44,W656XH,0.789
2026-06-08 21:12:44,RC656KH,0.844
2026-06-08 21:12:45,L656XH,0.816
2026-06-08 21:12:45,WL56KH,0.836
2026-06-08 21:12:45,656XH,0.834
2026-06-08 21:12:46,A656H,0.841
2026-06-08 21:12:51,A656KH,0.823
2026-06-08 21:12:55,HL656XH,0.815
2026-06-08 21:12:56,ML656XH,0.833
2026-06-08 21:12:56,RL656XH,0.869
2026-06-08 21:12:59,656KH,0.946
2026-06-08 21:12:59,6L656XH,0.74
2026-06-08 21:13:03,AL656XH,0.871
2026-06-08 21:13:10,644LY,0.75
2026-06-08 21:13:11,EHO44LK,0.764
2026-06-08 21:13:12,H644LX,0.808
2026-06-08 21:13:14,BH644LX,0.726
2026-06-08 21:13:14,WH644LX,0.771
2026-06-08 21:13:15,SH644LX,0.756
2026-06-08 21:13:18,2H644L,0.59
2026-06-08 21:13:19,H644,0.771
2026-06-08 21:13:19,WH644LY,0.761
2026-06-08 21:13:23,FC4RS,0.839
2026-06-08 21:13:24,K884RS,0.832
2026-06-08 21:13:25,WK884RS,0.828
2026-06-08 21:13:26,AK884RS,0.806
2026-06-08 21:13:26,CB84RS,0.816
2026-06-08 21:13:26,884RS,0.819
2026-06-08 21:13:28,NK864RS,0.908
2026-06-08 21:13:29,W8R5,0.822
2026-06-08 21:13:29,T88RS,0.842
2026-06-08 21:13:30,LEEDS,0.903
2026-06-08 21:13:33,66HH07,0.817
2026-06-08 21:13:34,6HH07,0.805
2026-06-08 21:13:35,66HH,0.835
2026-06-08 21:13:40,66HHO7,0.834
2026-06-08 21:13:41,GOHHO7,0.827
2026-06-08 21:13:41,166HH07,0.813
2026-06-08 21:13:42,66HH0,0.834
2026-06-08 21:13:43,6HO7,0.864
2026-06-08 21:13:44,1667H,0.842
2026-06-08 21:13:45,HH07,0.83
2026-06-08 21:13:47,6HHO,0.819
2026-06-08 21:13:54,6HHQ7,0.833
2026-06-08 21:13:55,L66HH07,0.813
2026-06-08 21:13:56,NH07,0.822
2026-06-08 21:13:56,FL605HZ,0.768
2026-06-08 21:13:56,L60S5HZ,0.775
2026-06-08 21:13:57,L605HZ,0.772
2026-06-08 21:13:57,L605H7,0.801
2026-06-08 21:13:58,FKOSH,0.804
2026-06-08 21:14:06,L405E2,0.787
2026-06-08 21:14:07,L60542,0.801
2026-06-08 21:14:08,L605KZ,0.792
2026-06-08 21:14:08,LE0SEZ,0.7
2026-06-08 21:14:08,L605FZ,0.788
2026-06-08 21:14:09,FL605EZ,0.758
2026-06-08 21:14:09,L605F2,0.785
2026-06-08 21:14:09,FL605KZ,0.698
2026-06-08 21:14:10,L605E2,0.8
2026-06-08 21:14:11,L605H2,0.8
2026-06-08 21:14:12,PL6035H2Z,0.797
2026-06-08 21:14:13,L7605HZ,0.782
2026-06-08 21:14:15,L7605KZ,0.814
2026-06-08 21:14:16,L7605HKZ,0.804
2026-06-08 21:14:20,L605H,0.78
2026-06-08 21:14:22,4L605HZ,0.796
2026-06-08 21:14:23,41605HZ,0.799
2026-06-08 21:14:23,ML605HZ,0.822
2026-06-08 21:14:26,BL605HZ,0.508
2026-06-08 21:14:27,AL605HZ,0.696
2026-06-08 21:14:27,5L605HZ,0.776
2026-06-08 21:14:30,PCOSH,0.478
2026-06-08 21:14:31,A1605H7Z,0.91
2026-06-08 21:14:31,HL605HZ,0.799
2026-06-08 21:14:32,1L605HZ,0.854
2026-06-08 21:14:33,605HZ,0.696
2026-06-08 21:14:35,W157T5,0.756
